"DiplomaticAuthInner","AGENT","AGENTE"
"DiplomaticAuthInner","PASSPORT","PASAPORTE"
"DiplomaticAuthInner","Unconditional access to all named Council of Nations member states must be granted upon presentation.","En virtud de lo cual, le será otorgado acceso no restringido a todos los estados del Consejo de Naciones."
"DiplomaticAuthInner","This document has no expiry.","DOCUMENTO CON VALIDEZ VITALICIA"
"DiplomaticAuthInner","COUNCIL OF NATIONS - SEVEN MEMBER FORUM","<div align=""center"">CONSEJO DE NACIONES - FORO DE LOS SIETE</div>"
"EntryPermitInner","ARSTOTZKA","ARSTOTZKA"
"EntryPermitInner","Entry Permit","Permiso de entrada"
"EntryPermitInner","Conditional entry to the sovereign nation of Arstotzka is hereby granted to","Por la presente se otorga acceso temporal a la nación soberana de Arstotzka a:"
"EntryPermitInner","bearing passport number","Con pasaporte número:"
"EntryPermitInner","Purpose","Motivo"
"EntryPermitInner","Duration","Duración"
"EntryPermitInner","Enter by","Válido hasta"
"EntryPermitInner","Ministry of Admission","Ministerio de Admisiones"
"EntryTicketInner","Arstotzka","Arstotzka"
"EntryTicketInner","ENTRY TICKET","TIQUE ACCESO"
"EntryTicketInner","VALID ON","VALIDEZ"
"EzicNoteInnerOpen","READ QUICKLY","LEER RÁPIDO"
"EzicNoteInnerOpen","RETURN TO MESSENGER","DEVOLVER AL MENSAJERO"
"FamilyPhotoInner","HANG ON WALL","CUÉLGALO EN LA PARED"
"FingerprintsInner","GIVE THIS PAPER TO APPLICANT","ENTRÉGUESE AL SOLICITANTE"
"ForgeryFlyerInnerFront","NEED FORGED<br>OBRISTAN DOCS?","¡Tus papeles falsos<br>de Obristán, ya!"
"ForgeryFlyerInnerFront","""It looks so real!""","""¡Parecen tan reales!""."
"ForgeryFlyerInnerFront","""Approved for entry!""","""¡Admisión garantizada!""."
"ForgeryFlyerInnerFront","Fair rates!","¡Precios ajustados!"
"ForgeryFlyerInnerFront","No questions asked!","¡Sin preguntas!"
"ForgeryFlyerInnerFront","Fast turnaround!","¡Entrega inmediata!"
"ForgeryFlyerInnerFront","CONDITIONS ON BACK","CONDICIONES AL DORSO"
"ForgeryFlyerInnerBack","PRICING (EACH)","PRECIO POR UNIDAD"
"ForgeryFlyerInnerBack","Passport *","Pasaporte*"
"ForgeryFlyerInnerBack","Entry Ticket","Visado"
"ForgeryFlyerInnerBack","*<br>","*"
"ForgeryFlyerInnerBack","Client must provide existing Obristan passport to be modified with new info","El cliente aportará un pasaporte en regla de Obristán para que sea modificado con los datos de su elección."
"ForgeryFlyerInnerBack","Service at border Arstotzka/Obristan","Servicio en la frontera de Arstotzka/Obristán"
"ForgeryFlyerInnerBack","Ask for Timofei Wee","Preguntar por Timofei Wee"
"GymFlyerInner","Underweight?Weak?Tired?","¿Flacucho? ¿Flojucho?"
"GymFlyerInner","JOIN BEST GYM!","SACA
BOLA
YA"
"GymFlyerInner","GET BIG TOWN","GIMNASIO KRAPP"
"GymFlyerInner","East Grestin","Grestin Occidental"
"HintMissingInner","THIS ENTRANT HAS NO DOCUMENTS","SOLICITANTE FALTO DE DOCUMENTACIÓN"
"HintMissingInner","To proceed, use INSPECT mode to interrogate.","Procédase al interrogatorio usando el modo de INSPECCIÓN."
"HintMissingInner","Review page 2 of today's bulletin for full instructions.","En la página 2 del boletín de hoy hallará instrucciones detalladas."
"IdCardInner","ARSTOTZKA IDENTITY CARD","D.A.I. Gobierno de Arstotzka"
"IdCardInner","DOB","NAC."
"IdCardInner","HT.","ALT."
"IdCardInner","WT.","PES."
"IdentityRecordInner","M.O.A. IDENTITY RECORD","ARCHIVO MDA - FICHA DE IDENTIDAD"
"IdentityRecordInner","NAME:","NOMBRE:"
"IdentityRecordInner","ALIAS:","ALIAS:"
"IdentityRecordInner","Applicant's fingerprints and claimed name/alias must match this record.","Huellas y nombre o alias del sujeto deben coincidir con los de esta ficha."
"IdSupplementInner","IDENTITY<br>SUPPLEMENT","TARJETA<br>DE IDENTIDAD"
"IdSupplementInner","HT","Altura"
"IdSupplementInner","WT","Peso"
"IdSupplementInner","DESCRIPTION","Descripción"
"IdSupplementInner","THUMB","Huella (pulgar)"
"IdSupplementInner","Keep on person","Llevar siempre encima"
"IdSupplementInner","EXP.","Caduca"
"LocketInnerOpen","To Sergiu from your Elisa","De Elisa para su Sergiu"
"LocketInnerOpen","I Love You Always","Siempre te amaré"
"LoveSongInner1","YOU","TÚ"
"LoveSongInner1","YOU ARE HOT LIKE FIRE","ENCIENDES MI FUEGO"
"LoveSongInner2","you","TÚ"
"LoveSongInner2","OBJECT OF DESIRE","MI OBJETO DE DESEO"
"LoveSongInner3","YOU<br>(AGAIN)","TÚ<br>(OTRA<br>&nbsp;VEZ)"
"LoveSongInner3","WRAP MY HEART IN WIRE","ME HAS ATRAPADO"
"LoveSongInner4","ApPROVED","APROBADO"
"LoveSongInner4","APPROVE MY VISA","PON ""APROBADO""<br>EN MI VISADO"
"tweak-passport-field-padding-left","2px","2px"
"PassportInnerAntegria","ENTRY VISA","VISADO"
"PassportInnerAntegria","DOB.","NAC."
"PassportInnerAntegria","SEX","SEX."
"PassportInnerAntegria","ISS.","EXP."
"PassportInnerAntegria","EXP.","CAD."
"PassportInnerAntegria","ANTEGRIA","ANTEGRIA"
"tweak-passport-arstotzka-nation","16px","16px"
"PassportInnerArstotzka","ENTRY VISA","VISADO"
"PassportInnerArstotzka","DOB.","NAC."
"PassportInnerArstotzka","SEX","SEX."
"PassportInnerArstotzka","ISS.","EXP."
"PassportInnerArstotzka","EXP.","CAD."
"PassportInnerArstotzka","ARSTOTZKA","ARSTOTZKA"
"PassportInnerImpor","ENTRY VISA","VISADO"
"PassportInnerImpor","DOB.","NAC."
"PassportInnerImpor","SEX","SEX."
"PassportInnerImpor","ISS.","EXP."
"PassportInnerImpor","EXP.","CAD."
"PassportInnerImpor","IMPOR","IMPORIA"
"PassportInnerKolechia","ENTRY VISA","VISADO"
"PassportInnerKolechia","DOB.","NAC."
"PassportInnerKolechia","SEX","SEX."
"PassportInnerKolechia","ISS.","EXP."
"PassportInnerKolechia","EXP.","CAD."
"PassportInnerKolechia","KOLECHIA","KOLECHIA"
"PassportInnerObristan","ENTRY VISA","VISADO"
"PassportInnerObristan","DOB.","NAC."
"PassportInnerObristan","SEX","SEX."
"PassportInnerObristan","ISS.","EXP."
"PassportInnerObristan","EXP.","CAD."
"PassportInnerObristan","OBRISTAN","OBRISTÁN"
"PassportInnerRepublia","ENTRY VISA","VISADO"
"PassportInnerRepublia","DOB.","NAC."
"PassportInnerRepublia","SEX","SEX."
"PassportInnerRepublia","ISS.","EXP."
"PassportInnerRepublia","EXP.","CAD."
"PassportInnerRepublia","REPUBLIA","REPUBLIA"
"PassportInnerUnitedFed","ENTRY VISA","VISADO"
"PassportInnerUnitedFed","DOB.","NAC."
"PassportInnerUnitedFed","SEX","SEX."
"PassportInnerUnitedFed","ISS.","EXP."
"PassportInnerUnitedFed","EXP.","CAD."
"PassportInnerUnitedFed","UNITED FEDERATION","UNIÓN FEDERAL"
"PlaqueOneInner","Ministry of Admission","Ministerio de Admisiones"
"PlaqueOneInner","RECOGNITION","RECONOCIMIENTO"
"PlaqueOneInner","FOR","A LA"
"PlaqueOneInner","HANG ON WALL","CUÉLGUESE EN LA PARED"
"PlaqueTwoInner","Ministry of Admission","Ministerio de Admisiones"
"PlaqueTwoInner","RECOGNITION","RECONOCIMIENTO"
"PlaqueTwoInner","FOR","A LA"
"PlaqueTwoInner","HANG ON WALL","CUÉLGUESE EN LA PARED"
"PoisonInnerBack","OPEN","ABRIR"
"PoisonInnerOpen1","DO NOT TOUCH POWDER","EVITE TOCAR<br>LOS POLVOS"
"PoisonInnerOpen1","CLOSE","CERRAR"
"PoisonInnerOpen2","ALIGN POWDER OVER PASSPORT","HAGA COINCIDIR
LOS POLVOS CON EL PASAPORTE"
"PoisonInnerOpen2","PUSH HARD TO AFFIX","APRIETE PARA FIJAR"
"PoisonInnerOpen2","CLOSE","CERRAR"
"PoliceBadgeInner","MINISTRY OF INFORMATION","Ministerio de Información"
"PoliceBadgeInner","Office of Investigation","Oficina de Investigación"
"PoliceBadgeInner","East Grestin Division","Div.: Grestin Oriental"
"PoliceBadgeInner","Special Investigator","Investigador especial"
"PoliceBadgeInner","MOI","MDI"
"PressPassInner","INTERNATIONAL","CARNET INTERNACIONAL DE"
"PressPassInner","PRESS","PRENSA"
"PressPassInner","IDENTIFICATION","<nbrs></nbrs>"
"RuleDiploAccess","AUTHORIZATION MUST GRANT ACCESS<br> TO ARSTOTZKA","LA AUTORIZACIÓN DEBE OTORGAR ACCESO<br> A ARSTOTZKA"
"RuleIssuingCity","PASSPORT <span>ISS.</span> FIELD MUST BE VALID","REVISE VALIDEZ DE <span>EXP.</span> EN PASAPORTE"
"RuleSealRequired","DOCUMENT MUST<br>HAVE A SEAL","EL DOCUMENTO<br>DEBE ESTAR SELLADO"
"RulesInnerHome","Arstotzkan","Arstotzka"
"RulesInnerHome","Ministry<span>of</span>Admission","Ministerio<span>de</span>Admisiones"
"RulesInnerHome","RULES","REGLAMENTO"
"RulesInnerHome","&amp;","Y"
"RulesInnerHome","REGULATIONS","NORMATIVA"
"RulesInnerHome","for Inspectors","para inspectores"
"RulesInnerHome","CONTENTS","ÍNDICE"
"RulesInnerHome","PROPERTY OF","PROPIEDAD DEL"
"RulesInnerHome","M.O.A","MdA"
"RulesInnerBasic","RULES","REGLAMENTO"
"RulesInnerRegion","DIPLOMATIC SEALS","SELLOS DIPLOMÁTICOS"
"RulesInnerRegion","PASSPORT","PASAPORTE"
"RulesInnerRegion","ISSUING CITIES","CIUDADES DE EXPEDICIÓN"
"RulesInnerRegionArstotzka","DISTRICTS","REGIONES"
"RulesInnerRegionArstotzka","PASSPORT","PASAPORTE"
"RulesInnerRegionArstotzka","ISSUING CITIES","CIUDADES DE EXPEDICIÓN"
"RulesInnerBooth","INSPECTOR'S BOOTH","GARITA DE INSPECCIÓN"
"RulesInnerBooth","Shutter","Reja"
"RulesInnerBooth","Counter","Mostrador"
"RulesInnerBooth","Rule Book<br>Audio Trans.<br>Bulletin<br>Time &amp; Date","Reglamento<br>Transcripción<br>Boletín<br>Hora y fecha"
"RulesInnerBooth","UPGRADES","MEJORAS"
"RulesInnerBooth","NO UPGRADES<br>INSTALLED","NO HAY MEJORAS<br>INSTALADAS"
"RulesInnerBooth2","INSPECTOR'S BOOTH","GARITA DE INSPECCIÓN"
"RulesInnerBooth2","Shutter","Reja"
"RulesInnerBooth2","Counter","Mostrador"
"RulesInnerBooth2","Audio Trans.<br>Rule Book<br>Weight","Transcripción<br>Reglamento<br>Peso<br>"
"RulesInnerBooth2","Bulletin<br>Time &amp; Date","Bulletin<br>Time &amp; Date"
"RulesInnerBooth2","UPGRADES","MEJORAS"
"RulesInnerBooth2","NO UPGRADES<br>INSTALLED","NO HAY MEJORAS<br>INSTALADAS"
"RulesInnerDocs","OFFICIALLY RECOGNIZED","LISTADO DE"
"RulesInnerDocs","DOCUMENTS","DOCUMENTOS"
"RulesInnerDocs","CONTENTS","ÍNDICE"
"RulesInnerEntryPermit","ENTRY PERMIT","PERMISOS"
"RulesInnerEntryPermit","VALID SEALS","SELLOS VÁLIDOS"
"RulesInnerIdCard","ARSTOTZKAN<br>ID CARD","<br>D.A.I."
"RulesInnerIdCard","ISSUED TO ALL ARSTOTZKAN CITIZENS","DOCUMENTO ARSTOTZKO DE IDENTIDAD. EXPEDIDO A TODOS<br>SUS CIUDADANOS."
"RulesInnerIdCard","DISTRICTS","REGIONES"
"RulesInnerIdSupplement","IDENTITY<br>SUPPLEMENT","TARJETA DE<br>IDENTIDAD"
"RulesInnerIdSupplement","ISSUED TO ALL QUALIFIED FOREIGNERS","EXPEDIDA A TODO EXTRANJERO APTO"
"RulesInnerIdSupplement","FOR VERIFICATION OF FOREIGNER'S PHYSICAL APPEARANCE","ÚSESE PARA VERIFICAR LA APARIENCIA FÍSICA DEL EXTRANJERO."
"RulesInnerIdSupplement","VERIFY THUMBPRINT ONLY WHEN FINGERPRINT RECORD IS AVAILABLE","COTÉJESE CON LA HUELLA DEL EXTRANJERO SI CONSTA EN SU FICHA."
"RulesInnerIdSupplement","THIS IS A SHORT-ISSUE DOCUMENT - VERIFY EXPIRATION CAREFULLY","DOCUMENTO DE VALIDEZ TEMPORAL REDUCIDA. COMPRUÉBESE LA FECHA MINUCIOSAMENTE."
"RulesInnerAccessPermit","ACCESS PERMIT","ACCESO"
"RulesInnerAccessPermit","VALID SEALS","SELLOS VÁLIDOS"
"RulesInnerAccessPermit","THIS DOCUMENT REPLACES ENTRY PERMIT AND IDENTITY SUPPLEMENT","DOCUMENTO SUSTITUTIVO DEL PERMISO DE ENTRADA<br>Y DE LA TARJETA DE IDENTIFICACIÓN"
"RulesInnerWorkPermit","WORK PASS","PERMISO DE TRABAJO"
"RulesInnerWorkPermit","ISSUED TO ALL QUALIFIED FOREIGN LABOR","EXPEDIDO A TODO TRABAJADOR EXTRANJERO APTO"
"RulesInnerWorkPermit","VALID SEALS","SELLOS VÁLIDOS"
"RulesInnerDiplomaticAuth","DIPLOMATIC","AUTORIZACIÓN"
"RulesInnerDiplomaticAuth","AUTHORIZATION","DIPLOMÁTICA"
"RulesInnerDiplomaticAuth","VALIDATE SEAL WITH COUNTRY PAGE","COTÉJENSE LOS SELLOS EN LA PÁGINA DE CADA PAÍS"
"RulesInnerAsylumGrant","GRANT OF<br>ASYLUM","CONCESIÓN<br>DE ASILO"
"RulesInnerAsylumGrant","VALID SEALS","SELLOS VÁLIDOS"
"RulesInnerAsylumGrant","ALWAYS VERIFY FINGERPRINTS","COMPRUEBE SIEMPRE LAS HUELLAS DACTILARES"
"RulesInnerVaccineCert","VACCINE CERTIFICATE","CERTIFICADOS<br>DE VACUNACIÓN"
"RulesInnerVaccineCert","MINISTRY","MINISTERIO"
"RulesInnerVaccineCert","OF","DE"
"RulesInnerVaccineCert","HEALTH","SANIDAD"
"RulesInnerVaccineCert","REGULATION DOCUMENT","REGLAMENTACIONES"
"RulesInnerVaccineCert","POLIO VACCINATION REQUIRED FOR ALL ENTRANTS","LA VACUNA CONTRA LA POLIO ES OBLIGATORIA"
"RulesInnerVaccineCert","NO EXCEPTIONS","NO HAGA EXCEPCIONES"
"RulesInnerConfiscation","PASSPORT CONFISCATION","DECOMISO DEL PASAPORTE"
"RulesInnerConfiscation","DROP PASSPORT IN CONFISCATION DRAWER","ARCHIVE EL PASAPORTE EN LA GAVETA DE DECOMISOS"
"RulesInnerConfiscation","POLICY","NORMATIVA"
"RulesInnerConfiscation","PASSPORT MUST BE CONFISCATED BEFORE DETAINING","EL PASAPORTE DEBE SER CONFISCADO CON ANTERIORIDAD AL EVENTUAL ARRESTO"
"RulesInnerConfiscation","MOI","MDI"
"RulesInnerLast","PROPERTY OF","PROPIEDAD DEL"
"RulesInnerLast","M.O.A.","MDA"
"RulesInnerLast","GLORY TO ARSTOTZKA","GLORIA A ARSTOTZKA"
"RulesInnerLast","Arstotzkan","Ministerio de Admisiones"
"RulesInnerLast","Ministry of Admission","de Arstotzka"
"RulesInnerLast","Rules &amp; Regulations","Reglamento y normativa"
"RulesInnerLast","for Inspectors","para inspectores"
"RulesInnerLast","1982-1983 Edition","Edición de 1982-1983"
"RulesInnerLast","DO NOT DISTRIBUTE UNDER SEVERE<br>PENALTY","SU DISTRIBUCIÓN SERÁ SANCIONADA CON SEVERIDAD"
"RulesTabConfL","CONF.","CONF."
"RulesTabConfR","CONF.","CONF."
"RulesTabDocsL","DOCS","DOC."
"RulesTabDocsR","DOCS","DOC."
"RulesTabMapL","MAP","MAPA"
"RulesTabMapR","MAP","MAPA"
"RulesTabRulesL","RULES","REGL."
"RulesTabRulesR","RULES","REGL."
"RulesUpgrade0","TOGGLE INSPECT","INSPECCIÓN"
"RulesUpgrade0","SPACE","ESPACIO"
"RulesUpgrade1","TOGGLE STAMP BAR","SELLOS"
"RulesUpgrade1","TAB","TAB"
"RulesUpgrade2","RULEBOOK SHORTCUTS","ATAJOS DEL REGLAMENTO"
"RulesUpgrade3","QUICK INSPECT","INSPECCIÓN RÁPIDA"
"RulesUpgrade3","DOUBLE-CLICK","DOBLE CLIC"
"RulesUpgrade4","MULTITOUCH","MULTITOUCH"
"SeizureSlipInner","Arstotzka Ministry of Admission","Ministerio de Admisiones de Arstotzka"
"SeizureSlipInner","PASSPORT SEIZURE SLIP","COMPROBANTE DE DECOMISO"
"SeizureSlipInner","ENTRY VISA","VISADO"
"SeizureSlipInner","Your passport has been seized.","Su pasaporte ha sido decomisado."
"SeizureSlipInner","Contact 1509-6103 for redress.","Si desea solicitar su devolución, llame al 1509-6103."
"SpyDocsInnerBack","Mating Habits of Lesser Kolechian Waterfowl","El apareamiento de las aves acuáticas de Arstotzka"
"SpyDocsInnerBack","A FULL REPORT","INFORME COMPLETO"
"SpyDocsInnerBack","Ministry of Information","Ministerio de Información"
"TranscriptInner","AUDIO TRANSCRIPT","TRANSCRIPCIÓN DE VOZ"
"VaccineCertInner","Certificate<span>of</span>Vaccination","Certificado<span>de</span>Vacunación"
"VaccineCertInner","ID#","Nº"
"VaccineCertInner","DATE","FECHA"
"VaccineCertInner","VACCINE","VACUNA"
"VaccineCertInner","Vax valid for 3 years","Validez de vacunas: 3 años"
"VisaSlipInner","TEMPORARY VISA SLIP","HOJA DE VISADO TEMPORAL"
"VisaSlipInner","ENTRY VISA","VISADO"
"VisaSlipInner","TO BE USED FOR DENIALS ONLY","ÚSESE ÚNICAMENTE EN CASO DE DENEGACIÓN"
"WorkPermitInner","Ministry of Labor","Ministerio de Trabajo"
"WorkPermitInner","Work Pass","Permiso de Trabajo"
"WorkPermitInner","This pass grants its holder the right to work in a specific field for a limited time.","El presente permiso otorga a su titular el derecho a trabajar en un campo y tiempo determinados."
"WorkPermitInner","HOLDER","NOMBRE"
"WorkPermitInner","FIELD","CAMPO"
"WorkPermitInner","UNTIL","HASTA"
"WorkPermitInner","Keep this pass with you at all times.","Lleve siempre este permiso consigo."
"EndNews","Kolechian Consensus Reached Over Grestin","Acuerdo con Kolechia acerca de Grestin"
"ApartmentClass","CLASS","CLASE"
"DetainButton","DETAIN","DETENER"
"FingerprintButton","FINGERPRINT","&nbsp;&nbsp;TOMAR HUELLAS"
"SearchButton","SEARCH","&nbsp;ESCANEAR"
"EmblemsMOA","M.O.A","MDA"
"EmblemsMOA","M.O.L","MDT"
"EmblemsMOL","M.O.L","MDT"
"Filer","CONFISCATED DOCUMENTS","DOCUMENTOS DECOMISADOS"
"Filer","PROPERTY OF","Propiedad de"
"Filer","M.O.A.","MDA"
"GiveIcon","GIVE","ENTREGAR"
"LoadButtonNew","NEW","NUEVA"
"LoadDay","DAY","DÍA"
"LoadDrag","DRAG TO SCROLL","ARRASTRAR"
"News","The Truth of Arstotzka","La Verdad de Arstotzka"
"News","No Charge","Ejemplar gratuito"
"ReasonButton","REASON","RAZÓN"
"RifleKill","KILL","MATAR"
"RifleTranq","TRANQ","SEDAR"
"StampBarMid","ALIGN VISA BENEATH STAMP","COLOQUE EL VISADO BAJO EL SELLO"
"Upgrades","SPACE","ESP."
"Upgrades","TAB","TAB"
"image:ArskickersInner.png","capture/ArskickersInner.png","final/es/ArskickersInner.png"
"ArskickersInner","HANG ON WALL","CUÉLGUESE EN LA PARED"
"image:BrothelFlyerInner.png","capture/BrothelFlyerInner.png","final/es/BrothelFlyerInner.png"
"BrothelFlyerInner","East Grestin","Grestin Oriental"
"BrothelFlyerInner","FOR ALL YOUR FANTASIES","VIVE TUS FANTASÍAS"
"image:PezpertInner.png","capture/PezpertInner.png","final/es/PezpertInner.png"
"PezpertInner","STAMP HERE","sellaR AQUÍ"
"image:SonDrawingInner.png","capture/SonDrawingInner.png","final/es/SonDrawingInner.png"
"SonDrawingInner","hanG on wAll","ponlo en la pared"
"image:SonDrawingOuter.png","capture/SonDrawingOuter.png","final/es/SonDrawingOuter.png"
"image:SonDrawingMount.png","capture/SonDrawingMount.png","final/es/SonDrawingMount.png"
"image:VictimPhotoInnerBack.png","capture/VictimPhotoInnerBack.png","final/es/VictimPhotoInnerBack.png"
"image:Emotions.png","export/Emotions.png","final/es/Emotions.png"
"image:LoadButtonLatest.png","export/LoadButtonLatest.png","final/es/LoadButtonLatest.png"
"image:InkApproved.png","export/InkApproved.png","final/es/InkApproved.png"
"image:InkDenied.png","export/InkDenied.png","final/es/InkDenied.png"
"image:StampBotApproved.png","export/StampBotApproved.png","final/es/StampBotApproved.png"
"image:StampBotDenied.png","export/StampBotDenied.png","final/es/StampBotDenied.png"
"image:ReasonStampTop.png","export/ReasonStampTop.png","final/es/ReasonStampTop.png"
"image:InkReason.png","export/InkReason.png","final/es/InkReason.png"
"image:Arstotzka.png","export/Arstotzka.png","export/Arstotzka.png"
"image:Intro1.png","export/Intro1.png","final/es/Intro1.png"
"image:Obrinspector.png","export/Obrinspector.png","final/es/Obrinspector.png"
"image:Shutter.png","export/Shutter.png","final/es/Shutter.png"
"news:RANDOM_WEATHER","The Weather","El tiempo"
"news:RANDOM_SPORTS","Sports","Deportes"
"news:RANDOM_ENTERTAINMENT","Entertainment","Espectáculos"
"news:RANDOM_POLITICS","Politics","Política"
"news:FIRST_DAY","Grestin Border Checkpoint Opens At Last!","Reabre la frontera de Grestin tras 6 años"
"news:FIRST_DAY","After 6 Long Years. Can the Ministry of Admission Keep Us Safe?","¿Podrá velar por nuestra seguridad el Ministerio de Admisiones?"
"news:FIRST_DAY","Families To Reunite","Reunificación familiar"
"news:CHECKPOINT_SUCCESS","Grestin Checkpoint a Success!","Rotundo éxito de la aduana de Grestin"
"news:CHECKPOINT_SUCCESS","Entry Restrictions To Relax, Admit Foreigners","A partir de hoy se admitirá la entrada de ciudadanos extranjeros"
"news:CHECKPOINT_SUCCESS","Analysts Upbeat","Buenas perspectivas"
"news:CHECKPOINT_SUCCESS","Increased Trade And Cooperation Predicted","Se espera un auge del comercio y de la cooperación internacional"
